customerID,DeviceProtection_No internet service,OnlineBackup_No internet service,OnlineSecurity_No internet service,InternetService_No,InternetService_Fiber optic,TechSupport_No,OnlineSecurity_No,PaymentMethod_Electronic check,Contract_Two year,Contract_Month-to-month,churn,MonthlyCharges,tenure
5671-RQRLP,0,0,0,0,1,1,1,0,1,0,0,75.65,70
1450-GALXR,0,0,0,0,1,0,1,1,0,1,1,98.5,10
3138-BKYAV,0,0,0,0,1,1,1,1,0,1,1,85.35,6
9926-PJHDQ,0,0,0,0,0,1,1,0,1,0,0,76.8,72
2798-NYLMZ,0,0,0,0,1,0,0,0,1,0,0,108.55,71
4289-DTDKW,0,0,0,0,1,1,1,1,0,1,1,101.3,40
2239-JALAW,0,0,0,0,1,1,1,0,0,0,1,103.25,58
4853-RULSV,0,0,0,0,1,0,0,0,1,0,1,104.0,70
3196-NVXLZ,0,0,0,0,1,1,1,0,0,1,0,84.6,25
6275-YDUVO,0,0,0,0,1,1,1,0,0,1,1,86.2,2
0036-IHMOT,0,0,0,0,1,0,1,0,0,0,0,103.7,55
0115-TFERT,0,0,0,0,1,0,1,1,0,1,1,111.2,21
4178-EGMON,0,0,0,0,1,0,0,0,1,0,0,88.0,70
4220-TINQT,0,0,0,0,1,0,1,1,0,1,0,106.35,61
5318-YKDPV,0,0,0,0,0,0,0,0,1,0,0,79.15,43
7975-TZMLR,0,0,0,0,1,1,1,1,0,0,0,103.1,47
2311-QYMUQ,0,0,0,0,1,1,1,0,0,1,1,89.45,16
3643-AHCFP,0,0,0,0,1,1,1,0,0,1,1,95.6,7
3104-OWCGK,0,0,0,0,1,1,1,1,0,0,1,90.95,60
9101-BWFSS,0,0,0,0,1,0,0,1,0,0,1,108.55,50
2672-TGEFF,0,0,0,0,1,1,1,1,0,1,0,88.8,37
9231-ZJYAM,0,0,0,0,1,1,1,1,0,1,1,78.85,4
4250-WAROZ,0,0,0,0,1,1,0,1,0,1,0,93.25,60
6092-QZVPP,0,0,0,0,0,0,0,0,0,1,0,79.2,36
0727-BMPLR,0,0,0,0,1,1,1,1,0,0,1,100.0,55
0392-BZIUW,0,0,0,0,1,1,0,0,1,0,0,105.0,72
3027-ZTDHO,0,0,0,0,1,1,1,1,0,1,1,89.9,1
6916-HIJSE,0,0,0,0,0,0,0,0,1,0,0,84.85,65
9778-OGKQZ,0,0,0,0,0,0,0,0,1,0,0,92.0,72
7408-OFWXJ,0,0,0,0,0,0,0,0,1,0,0,89.8,72
6007-TCTST,0,0,0,0,1,0,0,0,1,0,0,115.8,72
2252-NKNSI,0,0,0,0,0,0,0,0,1,0,0,85.15,52
2382-BCKQJ,0,0,0,0,1,1,1,1,0,0,1,100.15,62
8374-UULRV,0,0,0,0,0,0,0,0,1,0,0,86.05,72
3224-DFQNQ,0,0,0,0,1,0,0,1,0,0,0,89.0,66
9777-IQHWP,0,0,0,0,1,1,0,0,1,0,0,93.4,64
9944-HKVVB,0,0,0,0,1,1,1,1,0,1,1,95.1,3
4124-MMETB,0,0,0,0,1,1,1,0,0,1,1,94.65,22
3671-SHRSP,0,0,0,0,1,0,1,0,0,1,1,80.6,4
3313-QKNKB,0,0,0,0,1,1,1,1,0,0,1,85.55,59
1937-OTUKY,0,0,0,0,1,0,0,0,1,0,0,98.2,72
1573-LGXBA,0,0,0,0,1,1,1,0,0,0,0,97.55,57
4713-ZBURT,0,0,0,0,1,1,1,0,1,0,0,99.7,45
0207-MDKNV,0,0,0,0,1,0,0,1,0,1,1,105.1,15
9851-KIELU,0,0,0,0,1,0,0,1,0,1,1,110.1,10
3908-BLSYF,0,0,0,0,1,1,1,1,0,1,1,83.9,6
3199-NPKCN,0,0,0,0,1,0,0,1,0,0,0,111.25,67
2123-AGEEN,0,0,0,0,1,1,1,1,0,1,0,84.35,7
1258-YMZNM,0,0,0,0,1,1,0,0,0,0,0,110.5,27
0048-LUMLS,0,0,0,0,1,1,1,0,0,0,0,91.2,37
7549-MYGPK,0,0,0,0,1,1,0,1,0,1,1,100.55,63
5898-IGSLP,0,0,0,0,1,0,0,1,0,1,0,89.3,31
3804-RVTGV,0,0,0,0,1,1,1,0,0,1,1,103.85,50
6259-WJQLC,0,0,0,0,1,1,1,0,0,1,0,81.1,32
7997-EASSD,0,0,0,0,1,0,1,0,0,0,0,81.2,63
0730-KOAVE,0,0,0,0,1,1,0,0,0,1,0,94.3,30
8975-SKGRX,0,0,0,0,1,0,0,0,1,0,0,116.1,71
0678-RLHVP,0,0,0,0,1,1,1,1,1,0,0,105.55,53
4315-MURBD,0,0,0,0,1,0,0,0,0,1,1,98.9,12
2267-FPIMA,0,0,0,0,1,1,0,0,0,1,0,94.4,50
9734-YWGEX,0,0,0,0,1,1,1,0,0,1,1,98.3,9
2719-BDAQO,0,0,0,0,1,1,0,1,0,1,1,93.85,17
5285-MVEHD,0,0,0,0,1,1,0,0,0,0,0,105.6,56
0379-DJQHR,0,0,0,0,0,1,0,0,1,0,0,81.35,67
0781-LKXBR,0,0,0,0,1,1,1,1,0,1,1,100.5,9
0835-JKADZ,0,0,0,0,1,0,1,1,1,0,0,111.25,71
7508-SMHXL,0,0,0,0,1,1,1,0,0,1,0,89.0,15
3865-YIOTT,0,0,0,0,1,1,0,0,0,0,0,106.1,72
3956-CJUST,0,0,0,0,1,1,0,0,0,1,0,75.4,23
6103-BOCOU,0,0,0,0,1,1,1,1,0,1,0,80.7,26
5149-TGWDZ,0,0,0,0,1,0,1,0,0,0,0,104.55,21
4301-VVZKA,0,0,0,0,1,1,1,1,0,1,0,75.4,16
9199-PWQVC,0,0,0,0,0,1,0,0,0,0,0,79.7,63
4824-GUCBY,0,0,0,0,1,1,0,1,0,1,0,81.7,22
5393-HJZSM,0,0,0,0,0,0,0,0,0,1,0,76.3,32
7074-IEVOJ,0,0,0,0,1,1,1,1,0,1,1,79.4,3
9625-QSTYE,0,0,0,0,1,1,1,1,0,1,1,81.15,13
0862-PRCBS,0,0,0,0,1,0,1,0,1,0,0,103.75,68
8812-ZRHFP,0,0,0,0,1,1,1,1,0,0,0,86.45,30
5146-CBVOE,0,0,0,0,1,1,1,0,0,1,0,75.1,16
0454-OKRCT,0,0,0,0,1,0,1,0,1,0,0,80.6,33
4750-ZRXIU,0,0,0,0,1,1,1,1,0,1,1,84.6,4
6630-UJZMY,0,0,0,0,1,1,1,1,0,1,0,83.25,4
5709-LVOEQ,0,0,0,0,0,1,0,0,1,0,0,80.85,0
6400-BWQKW,0,0,0,0,1,1,0,1,0,1,1,79.05,6
2692-AQCPF,0,0,0,0,1,0,1,0,0,0,0,108.05,65
7567-ECMCM,0,0,0,0,1,1,1,0,0,1,0,79.85,24
6353-BRMMA,0,0,0,0,1,1,0,0,0,1,0,104.1,54
9904-EHEVJ,0,0,0,0,1,1,1,0,0,1,0,91.35,32
7028-DVOIQ,0,0,0,0,1,1,1,1,0,1,1,99.05,35
8584-KMVXD,0,0,0,0,1,1,1,1,0,1,0,75.6,8
5382-SOYZL,0,0,0,0,1,1,1,1,0,1,0,95.1,22
4002-BQWPQ,0,0,0,0,0,0,0,0,0,1,0,81.75,25
5651-YLPRD,0,0,0,0,1,1,1,1,0,1,0,86.1,32
9889-TMAHG,0,0,0,0,1,0,0,0,0,1,1,100.3,8
3429-IFLEM,0,0,0,0,0,0,0,0,1,0,0,77.35,71
3158-MOERK,0,0,0,0,1,1,1,1,0,1,1,96.0,2
7294-TMAOP,0,0,0,0,1,1,1,1,0,1,1,90.55,1
5002-GCQFH,0,0,0,0,1,1,0,0,0,1,0,93.85,49
0604-THJFP,0,0,0,0,0,0,1,0,1,0,0,75.95,59
2834-JRTUA,0,0,0,0,1,0,0,1,1,0,1,108.05,71
5879-SESNB,0,0,0,0,1,1,1,1,0,1,0,75.25,11
6646-QVXLR,0,0,0,0,1,1,1,1,0,0,1,103.75,62
8603-IJWDN,0,0,0,0,1,1,1,1,0,1,1,86.6,1
9369-XFEHK,0,0,0,0,1,1,1,0,0,1,1,80.6,33
1206-EHBDD,0,0,0,0,1,1,0,0,1,0,0,80.3,56
3842-IYKUE,0,0,0,0,1,0,1,0,0,1,1,85.3,35
1374-DMZUI,0,0,0,0,1,1,1,1,0,1,1,94.3,4
8357-EQXFO,0,0,0,0,1,1,1,1,0,1,1,95.35,7
1989-PRJHP,0,0,0,0,1,1,1,1,0,1,1,75.5,27
2858-EIMXH,0,0,0,0,1,1,1,0,0,0,0,95.85,53
9524-EGPJC,0,0,0,0,1,0,1,1,0,1,1,90.1,18
8818-XYFCQ,0,0,0,0,1,1,0,0,0,1,1,99.55,32
7426-RHZGU,0,0,0,0,1,0,1,0,0,1,0,95.9,9
7649-SIJJF,0,0,0,0,0,0,0,0,1,0,0,80.1,71
8242-SOQUO,0,0,0,0,1,1,1,1,0,1,0,84.7,5
7460-ITWWP,0,0,0,0,1,1,1,1,0,1,0,86.1,45
7868-TMWMZ,0,0,0,0,1,0,0,0,1,0,0,110.0,60
4822-RVYBB,0,0,0,0,1,1,1,1,0,1,1,100.6,8
6732-FZUGP,0,0,0,0,1,1,0,0,0,0,0,94.9,47
8436-BJUMM,0,0,0,0,1,1,1,1,0,1,1,83.75,26
4184-TJFAN,0,0,0,0,1,0,0,0,0,1,1,88.3,3
4145-UQXUQ,0,0,0,0,1,1,1,1,0,1,1,92.1,8
8146-QQKZH,0,0,0,0,0,0,0,0,1,0,0,81.85,71
6445-TNRXS,0,0,0,0,1,0,0,0,1,0,0,114.7,68
4869-EPIUS,0,0,0,0,1,1,1,1,0,0,0,80.9,56
9948-YPTDG,0,0,0,0,1,1,0,1,0,1,1,79.45,38
1236-WFCDV,0,0,0,0,1,1,1,0,0,1,1,90.45,14
3524-WQDSG,0,0,0,0,1,1,1,0,0,1,0,99.3,43
7013-PSXHK,0,0,0,0,0,0,1,0,0,0,0,80.75,40
5981-ITEMU,0,0,0,0,1,1,1,0,0,1,1,97.1,40
6941-PMGEP,0,0,0,0,1,1,1,1,0,1,1,80.0,5
1624-WOIWJ,0,0,0,0,1,1,0,0,0,1,1,84.7,10
2074-GKOWZ,0,0,0,0,1,1,1,0,0,1,1,89.55,2
0376-YMCJC,0,0,0,0,1,0,1,1,0,1,1,90.6,23
4829-ZLJTK,0,0,0,0,1,1,0,1,1,0,0,112.4,72
0634-SZPQA,0,0,0,0,1,1,0,0,0,1,1,90.05,23
7030-NJVDP,0,0,0,0,1,0,0,1,0,1,0,89.25,24
5536-RTPWK,0,0,0,0,1,1,1,0,0,1,1,99.05,49
0655-RBDUG,0,0,0,0,1,1,1,0,0,1,1,98.05,7
4194-WHFCB,0,0,0,0,1,0,1,0,0,1,0,96.65,59
4361-BKAXE,0,0,0,0,1,0,0,0,0,1,1,114.5,41
9845-PEEKO,0,0,0,0,1,1,1,0,1,0,0,79.2,59
1751-NCDLI,0,0,0,0,1,1,1,1,0,1,0,98.85,46
9878-TNQGW,0,0,0,0,1,1,1,1,0,1,1,80.95,2
8999-BOHSE,0,0,0,0,1,1,1,0,0,1,1,89.7,11
7241-AJHFS,0,0,0,0,1,0,0,0,0,1,0,87.65,32
7029-RPUAV,0,0,0,0,1,1,1,0,0,1,1,100.45,17
9036-CSKBW,0,0,0,0,1,1,0,0,0,0,0,107.45,51
5832-TRLPB,0,0,0,0,0,0,1,0,0,0,0,75.35,29
8659-IOOPU,0,0,0,0,1,0,0,1,1,0,0,100.45,71
7439-DKZTW,0,0,0,0,1,1,1,1,0,1,0,80.55,1
4646-QZXTF,0,0,0,0,0,0,0,0,0,1,0,81.25,7
4607-CHPCA,0,0,0,0,1,1,1,1,0,0,1,90.4,25
9742-XOKTS,0,0,0,0,1,0,0,1,0,0,0,89.55,67
7722-CVFXN,0,0,0,0,1,0,1,1,0,0,0,105.2,54
7363-QTBIW,0,0,0,0,1,1,1,1,0,1,0,79.75,9
4159-NAAIX,0,0,0,0,1,1,1,0,1,0,0,97.45,63
9763-PDTKK,0,0,0,0,1,0,0,0,0,1,1,94.4,4
2176-LVPNX,0,0,0,0,0,0,0,0,1,0,0,89.85,71
7627-JKIAZ,0,0,0,0,1,1,1,0,0,1,1,78.95,37
3312-UUMZW,0,0,0,0,1,1,1,0,0,1,0,98.85,32
6900-RBKER,0,0,0,0,1,1,1,0,1,0,0,89.45,52
6891-JPYFF,0,0,0,0,1,1,0,0,0,1,0,105.25,48
3696-XRIEN,0,0,0,0,0,0,0,0,0,0,0,82.5,50
8111-SLLHI,0,0,0,0,1,1,1,1,0,1,1,105.65,39
3452-ABWRL,0,0,0,0,1,1,1,0,0,1,0,86.05,47
5293-WXJAK,0,0,0,0,1,0,1,0,0,1,1,104.05,11
2208-NQBCT,0,0,0,0,1,1,0,1,0,1,0,81.95,26
1779-PWPMG,0,0,0,0,1,0,0,0,1,0,0,114.65,72
9553-DLCLU,0,0,0,0,0,0,0,0,1,0,0,88.95,13
2460-NGXBJ,0,0,0,0,1,1,1,0,0,1,0,75.2,11
3522-CDKHF,0,0,0,0,1,1,0,0,0,1,0,75.5,32
7851-WZEKY,0,0,0,0,1,1,1,1,0,1,1,95.15,2
8844-TONUD,0,0,0,0,1,1,1,0,0,1,1,96.65,13
6870-ZWMNX,0,0,0,0,0,0,1,0,1,0,0,76.1,70
5268-DSMNQ,0,0,0,0,1,1,1,0,0,0,0,97.95,62
5334-JLAXU,0,0,0,0,1,1,0,0,0,1,0,94.1,60
4086-YQSNZ,0,0,0,0,1,1,1,1,0,1,1,80.4,3
6242-MBHPK,0,0,0,0,1,1,0,1,0,1,0,95.1,23
0135-NMXAP,0,0,0,0,1,1,1,0,0,1,1,89.75,12
4782-OSFXZ,0,0,0,0,0,0,0,0,1,0,0,82.7,71
9127-FHJBZ,0,0,0,0,1,0,0,1,1,0,0,114.0,72
6270-OMFIW,0,0,0,0,1,1,1,1,0,0,1,94.4,60
1641-RQDAY,0,0,0,0,1,1,1,1,0,1,0,100.4,32
1346-UFHAX,0,0,0,0,1,1,0,0,0,1,0,80.0,13
3992-YWPKO,0,0,0,0,1,0,1,0,0,1,1,109.9,6
2933-XEUJM,0,0,0,0,0,1,0,0,1,0,0,79.2,46
0125-LZQXK,0,0,0,0,1,0,1,1,0,1,1,101.35,15
5461-QKNTN,0,0,0,0,1,0,1,1,0,1,0,94.3,43
0887-WBJVH,0,0,0,0,1,0,1,1,0,0,0,93.45,53
4660-IRIBM,0,0,0,0,1,1,0,0,0,1,0,87.9,18
8089-UZWLX,0,0,0,0,1,1,1,0,1,0,0,104.05,71
0080-OROZO,0,0,0,0,1,0,1,1,0,0,0,99.25,35
3916-NRPAP,0,0,0,0,1,1,1,0,0,1,0,85.7,3
6807-SIWJI,0,0,0,0,1,1,0,1,0,0,0,104.85,38
1579-KLYDT,0,0,0,0,1,1,1,1,0,1,1,90.45,7
0455-ENTCR,0,0,0,0,0,0,0,1,1,0,0,85.25,66
7126-RBHSD,0,0,0,0,1,1,0,1,0,1,0,78.9,17
5370-IIVVL,0,0,0,0,1,0,1,0,0,0,0,104.5,37
3927-NLNRY,0,0,0,0,1,1,1,0,0,0,1,94.25,53
5494-HECPR,0,0,0,0,1,1,1,1,0,1,1,80.25,1
8268-YDIXR,0,0,0,0,1,1,0,1,0,0,0,93.15,56
9866-QEVEE,0,0,0,0,1,1,1,0,0,1,1,86.0,19
9897-KXHCM,0,0,0,0,1,1,1,1,0,1,1,80.3,3
7979-CORPM,0,0,0,0,1,1,1,0,0,1,1,90.55,24
1618-CFHME,0,0,0,0,1,1,1,1,0,1,1,75.9,2
8496-DMZUK,0,0,0,0,1,1,0,0,0,0,0,90.4,30
2040-VZIKE,0,0,0,0,1,1,0,0,0,1,0,100.85,49
9068-VPWQQ,0,0,0,0,0,0,0,0,1,0,0,75.35,61
0178-SZBHO,0,0,0,0,1,1,1,1,0,1,0,87.2,47
1689-MRZQR,0,0,0,0,1,1,1,1,0,1,1,78.3,34
4525-VZCZG,0,0,0,0,1,0,0,1,0,0,0,105.85,54
1543-LLLFT,0,0,0,0,1,0,1,0,0,0,0,98.3,61
5835-BEQEU,0,0,0,0,1,1,1,1,0,1,1,76.95,3
5565-FILXA,0,0,0,0,1,1,1,1,0,1,1,96.15,16
6507-ZJSUR,0,0,0,0,1,1,1,1,0,1,0,90.45,23
9408-HRXRK,0,0,0,0,1,1,0,1,0,1,0,105.15,45
5593-SUAOO,0,0,0,0,1,1,1,0,0,0,0,83.15,24
7321-PKUYW,0,0,0,0,1,0,1,1,0,1,1,90.15,11
6766-HFKLA,0,0,0,0,1,0,1,0,1,0,0,103.2,56
7595-EUIVN,0,0,0,0,1,1,1,1,0,1,1,75.8,1
2026-TGDHM,0,0,0,0,1,1,1,1,0,1,1,79.3,7
9220-ZNKJI,0,0,0,0,1,0,1,0,1,0,0,88.8,55
2226-ICFDO,0,0,0,0,0,0,0,0,1,0,0,85.9,72
4187-CINZD,0,0,0,0,1,1,1,0,0,0,1,95.25,46
4741-WWJQZ,0,0,0,0,1,0,0,1,0,1,0,80.15,2
6818-WOBHJ,0,0,0,0,1,1,1,0,0,1,1,89.6,68
6244-BESBM,0,0,0,0,1,0,1,0,1,0,0,95.2,69
1004-NOZNR,0,0,0,0,1,1,0,0,0,0,0,94.8,56
1251-STYSZ,0,0,0,0,1,1,0,1,0,1,0,80.25,4
2612-PHGOX,0,0,0,0,0,0,1,0,1,0,0,76.1,64
2408-TZMJL,0,0,0,0,1,1,0,1,0,0,1,110.15,59
8480-PPONV,0,0,0,0,1,0,0,0,1,0,0,115.55,62
9681-KYGYB,0,0,0,0,1,1,0,1,0,1,0,88.2,49
7182-OVLBJ,0,0,0,0,1,1,0,0,1,0,0,101.15,62
7005-CYUIL,0,0,0,0,1,0,0,1,1,0,0,99.4,71
2388-LAESQ,0,0,0,0,1,0,0,0,1,0,0,114.85,72
4389-UEFCZ,0,0,0,0,1,1,0,1,1,0,0,105.5,72
9134-CEQMF,0,0,0,0,1,1,1,1,0,1,1,89.5,7
8800-ZKRFW,0,0,0,0,1,0,1,1,0,1,0,107.5,30
3108-PCCGG,0,0,0,0,0,1,0,0,1,0,0,84.45,72
7993-PYKOF,0,0,0,0,1,1,0,1,0,1,1,75.0,8
8390-FESFV,0,0,0,0,0,0,1,0,1,0,0,84.5,62
3022-BEXHZ,0,0,0,0,1,0,1,0,1,0,0,111.2,67
6248-TKCQV,0,0,0,0,0,0,0,0,1,0,0,80.6,70
6729-GDNGC,0,0,0,0,1,1,1,0,0,1,0,80.7,20
6198-ZFIOJ,0,0,0,0,1,1,1,1,0,1,0,75.6,5
1291-CUOCY,0,0,0,0,1,0,1,0,1,0,0,110.6,72
3230-IUALN,0,0,0,0,0,0,0,0,1,0,0,81.0,45
8519-IMDHU,0,0,0,0,1,1,1,0,0,1,1,85.6,15
0201-OAMXR,0,0,0,0,1,0,0,0,0,0,1,115.55,70
1866-NXPSP,0,0,0,0,0,0,0,0,0,0,0,75.55,36
3372-KWFBM,0,0,0,0,1,1,1,1,0,1,1,86.6,16
7831-QGOXH,0,0,0,0,1,1,1,1,0,1,1,85.2,18
6393-WRYZE,0,0,0,0,1,1,1,1,0,1,1,97.65,34
6599-RCLCJ,0,0,0,0,1,0,1,1,0,1,1,109.55,47
9831-BPFRI,0,0,0,0,1,0,1,1,0,0,1,89.55,39
8947-YRTDV,0,0,0,0,1,1,0,0,0,0,0,94.8,32
4791-QRGMF,0,0,0,0,1,1,1,0,0,0,1,99.5,59
3733-LSYCE,0,0,0,0,1,1,1,0,0,1,0,75.35,15
3838-OZURD,0,0,0,0,1,1,1,0,0,1,1,105.0,66
2293-IJWPS,0,0,0,0,1,1,1,0,0,0,0,100.75,57
2845-HSJCY,0,0,0,0,1,1,1,1,0,1,1,87.25,14
1184-PJVDB,0,0,0,0,1,1,1,1,0,1,1,79.95,10
9415-DPEWS,0,0,0,0,1,0,1,1,0,1,1,88.35,18
0196-JTUQI,0,0,0,0,1,1,1,0,0,1,0,75.2,9
7130-YXBRO,0,0,0,0,1,1,0,0,0,1,0,111.45,48
7943-RQCHR,0,0,0,0,1,1,1,1,0,1,1,94.75,9
3793-MMFUH,0,0,0,0,1,1,1,1,0,1,1,95.05,13
3249-ZPQRG,0,0,0,0,1,1,1,1,0,1,1,78.45,4
3084-DOWLE,0,0,0,0,0,0,0,0,1,0,0,92.0,72
1084-MNSMJ,0,0,0,0,0,0,0,0,1,0,0,85.5,51
7249-WBIYX,0,0,0,0,1,1,1,1,0,1,1,85.6,10
4238-HFHSN,0,0,0,0,1,1,1,1,0,1,0,82.15,61
6250-CGGUN,0,0,0,0,1,0,0,1,0,0,0,84.4,54
6567-HOOPW,0,0,0,0,1,1,1,1,0,1,1,79.2,1
9793-WECQC,0,0,0,0,1,1,1,0,0,1,0,95.3,23
8999-YPYBV,0,0,0,0,0,0,0,0,1,0,0,84.35,45
3071-MVJCD,0,0,0,0,0,0,0,0,1,0,0,82.3,72
1131-SUEKT,0,0,0,0,1,0,1,0,0,0,0,98.45,61
9432-RUVSL,0,0,0,0,1,0,0,0,1,0,0,102.5,48
8060-HIWJJ,0,0,0,0,0,0,1,0,1,0,0,86.55,64
8621-MNIHH,0,0,0,0,1,1,1,1,0,1,1,94.25,34
9885-AIBVB,0,0,0,0,1,1,1,1,0,1,0,85.8,29
2272-JKMSI,0,0,0,0,1,0,1,1,0,0,0,110.8,62
9518-RWHZL,0,0,0,0,1,1,1,0,0,0,1,100.05,64
8714-CTZJW,0,0,0,0,1,1,1,0,0,1,0,82.85,4
3569-EDBPQ,0,0,0,0,1,0,0,1,0,1,0,84.35,24
5419-CONWX,0,0,0,0,1,1,1,0,0,1,1,99.8,4
6960-HVYXR,0,0,0,0,1,1,1,1,0,1,1,76.0,1
5678-VFNEQ,0,0,0,0,1,1,0,0,0,0,0,104.1,71
5977-CKHON,0,0,0,0,1,1,1,0,0,1,0,92.55,43
7024-OHCCK,0,0,0,0,1,1,1,1,0,1,1,93.85,2
2692-BUCFV,0,0,0,0,1,1,1,0,0,1,0,101.45,29
7861-UVUFT,0,0,0,0,1,1,1,1,0,1,1,84.3,15
1830-GGFNM,0,0,0,0,1,0,0,0,1,0,0,94.55,65
5302-BDJNT,0,0,0,0,1,0,1,1,0,1,0,95.5,35
5223-UZAVK,0,0,0,0,1,1,0,0,0,0,0,100.3,64
9350-VLHMB,0,0,0,0,1,1,1,0,0,1,0,89.55,67
8785-CJSHH,0,0,0,0,1,1,1,1,0,1,0,99.8,60
5357-TZHPP,0,0,0,0,1,1,1,0,0,1,1,84.4,9
3870-SPZSI,0,0,0,0,1,0,0,0,1,0,0,113.05,70
0680-DFNNY,0,0,0,0,1,1,1,1,0,1,1,101.1,15
8752-GHJFU,0,0,0,0,1,0,0,1,0,0,0,92.0,71
1571-SAVHK,0,0,0,0,1,0,1,0,0,1,1,99.95,12
9052-VKDUW,0,0,0,0,1,1,0,0,0,1,0,109.4,65
9546-CQJSU,0,0,0,0,1,1,1,1,0,1,1,91.4,2
0506-LVNGN,0,0,0,0,1,1,1,0,0,1,1,75.55,5
2480-EJWYP,0,0,0,0,1,1,1,0,0,0,0,97.8,58
3253-HKOKL,0,0,0,0,1,1,0,1,0,0,0,100.3,52
5514-YQENT,0,0,0,0,1,0,0,1,1,0,0,111.15,41
3211-AAPKX,0,0,0,0,1,0,1,0,0,1,0,98.55,20
2951-QOQTK,0,0,0,0,1,0,1,0,0,1,1,80.8,4
5899-OUVKV,0,0,0,0,1,1,1,1,0,1,0,94.5,31
1621-YNCJH,0,0,0,0,1,0,0,0,1,0,0,106.05,36
3473-XIIIT,0,0,0,0,1,1,1,1,0,1,1,100.0,16
6362-QHAFM,0,0,0,0,1,0,1,1,0,0,0,108.3,42
3070-BDOQC,0,0,0,0,1,1,1,1,1,0,0,99.65,60
2952-QAYZF,0,0,0,0,1,1,1,1,0,1,1,85.3,5
6234-PFPXL,0,0,0,0,1,0,0,0,0,1,0,95.9,22
9480-BQJEI,0,0,0,0,1,1,0,0,0,0,0,92.3,62
5394-SVGJV,0,0,0,0,1,0,1,0,0,1,1,98.8,37
9777-WJJPR,0,0,0,0,1,1,1,0,0,1,0,88.65,31
7079-QRCBC,0,0,0,0,1,1,1,1,0,1,1,98.75,24
9495-SKLKD,0,0,0,0,1,1,1,0,0,1,0,95.95,45
6048-UWKAL,0,0,0,0,1,0,1,0,1,0,0,105.4,69
5469-CTCWN,0,0,0,0,1,1,0,1,0,0,1,106.0,61
9851-QXEEQ,0,0,0,0,1,1,1,1,0,1,1,104.7,41
9290-SHCMB,0,0,0,0,1,1,1,1,0,1,0,96.85,13
2277-BKJKN,0,0,0,0,1,1,1,1,1,0,0,99.2,71
9809-IMGCQ,0,0,0,0,1,1,1,1,0,1,1,96.7,22
5035-PGZXH,0,0,0,0,1,1,1,1,0,0,0,106.8,56
3254-YRILK,0,0,0,0,1,1,1,1,0,1,1,88.2,19
6416-YJTTB,0,0,0,0,1,1,0,0,0,1,0,79.5,11
4472-VESGY,0,0,0,0,1,1,0,0,0,1,0,98.15,52
3128-YOVTD,0,0,0,0,1,1,0,0,0,1,0,79.15,51
0529-ONKER,0,0,0,0,1,1,1,1,0,1,1,75.65,15
1728-CXQBE,0,0,0,0,1,1,1,1,0,1,0,94.25,64
0481-SUMCB,0,0,0,0,1,1,1,0,0,0,0,102.15,45
2811-POVEX,0,0,0,0,1,1,1,0,0,1,0,88.45,23
1092-GANHU,0,0,0,0,1,1,1,1,0,1,1,76.65,17
7898-PDWQE,0,0,0,0,0,0,0,0,1,0,0,80.4,71
9314-IJWSQ,0,0,0,0,1,1,1,1,0,1,0,84.8,14
6198-RTPMF,0,0,0,0,1,1,1,1,0,1,0,92.6,17
2924-KHUVI,0,0,0,0,1,1,0,1,0,0,0,100.55,56
1656-DRSMG,0,0,0,0,1,0,1,0,0,1,0,109.85,63
2984-AFWNC,0,0,0,0,1,1,1,1,0,1,0,95.4,3
3703-VAVCL,0,0,0,0,1,0,1,0,0,1,1,90.0,2
8519-QJGJD,0,0,0,0,1,1,1,1,0,1,1,75.35,14
2882-WDTBA,0,0,0,0,0,0,0,0,1,0,0,75.75,69
2091-GPPIQ,0,0,0,0,0,0,1,1,1,0,0,78.95,72
6326-MTTXK,0,0,0,0,1,1,1,1,0,1,1,100.85,8
2796-UUZZO,0,0,0,0,1,1,1,0,0,1,0,80.3,63
5193-QLVZB,0,0,0,0,1,1,1,0,1,0,0,104.75,63
2886-KEFUM,0,0,0,0,1,1,1,1,0,0,1,107.5,63
5522-NYKPB,0,0,0,0,1,0,1,1,0,1,0,85.9,25
9957-YODKZ,0,0,0,0,1,1,1,1,0,1,0,80.8,6
2245-ADZFJ,0,0,0,0,0,0,1,0,1,0,0,80.55,31
7776-QGYJC,0,0,0,0,1,0,1,0,0,1,0,81.5,39
9651-GTSAQ,0,0,0,0,1,1,0,0,0,0,1,106.1,53
3186-BAXNB,0,0,0,0,1,0,1,1,0,1,1,91.7,1
0637-YLETY,0,0,0,0,1,1,1,0,0,1,1,95.6,16
2660-EMUBI,0,0,0,0,1,1,1,1,0,1,1,95.35,10
6968-GMKPR,0,0,0,0,1,1,1,1,0,1,0,81.55,55
4751-ERMAN,0,0,0,0,0,1,1,0,1,0,0,75.4,72
3292-PBZEJ,0,0,0,0,1,0,1,1,0,1,0,111.4,11
5014-WUQMG,0,0,0,0,1,1,0,1,0,0,0,96.1,47
2003-CKLOR,0,0,0,0,1,1,1,1,0,1,1,99.5,66
9254-RBFON,0,0,0,0,1,0,1,0,0,0,1,98.6,17
9391-EOYLI,0,0,0,0,1,1,1,1,0,1,1,80.45,12
4522-XRWWI,0,0,0,0,0,0,0,0,0,0,0,80.45,42
3766-EJLFL,0,0,0,0,1,0,0,0,1,0,0,109.05,68
8152-UOBNY,0,0,0,0,1,0,1,1,0,0,0,106.8,50
